case_id,event_type,amount,customer_profile,problem_summary,root_cause,action_taken,policy_result,outcome,recovered_amount,days_to_recovery
CASE_01316,payment_failure,652.38,Returning customer with historical transaction activity.,Payment of ₹652.38 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,652.38,1
CASE_01317,payment_failure,4486.98,Returning customer with historical transaction activity.,"Payment of ₹4,486.98 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,4486.98,1
CASE_01318,payment_failure,1611.03,Returning customer with historical transaction activity.,"Payment of ₹1,611.03 failed during the payment flow.",network_error,retry,approved,recovered,1611.03,3
CASE_01319,payment_failure,95.45,Returning customer with historical transaction activity.,Payment of ₹95.45 failed during the payment flow.,network_error,retry,approved,recovered,95.45,3
CASE_01320,payment_failure,10648.9,Returning customer with historical transaction activity.,"Payment of ₹10,648.90 failed during the payment flow.",network_error,retry,approved,recovered,10648.9,3
CASE_01321,payment_failure,595.94,Returning customer with historical transaction activity.,Payment of ₹595.94 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,595.94,2
CASE_01322,payment_failure,4906.13,Returning customer with historical transaction activity.,"Payment of ₹4,906.13 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_01323,payment_failure,69265.16,Returning customer with historical transaction activity.,"Payment of ₹69,265.16 failed during the payment flow.",fraud_risk,block_and_escalate,blocked,blocked,0.0,0
CASE_01324,payment_failure,5241.45,Returning customer with historical transaction activity.,"Payment of ₹5,241.45 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,5241.45,2
CASE_01325,payment_failure,7533.08,Returning customer with historical transaction activity.,"Payment of ₹7,533.08 failed during the payment flow.",network_error,retry,approved,recovered,7533.08,1
CASE_01326,payment_failure,6298.87,Returning customer with historical transaction activity.,"Payment of ₹6,298.87 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,6298.87,3
CASE_01327,payment_failure,1702.33,Returning customer with historical transaction activity.,"Payment of ₹1,702.33 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_01328,payment_failure,11800.11,Returning customer with historical transaction activity.,"Payment of ₹11,800.11 failed during the payment flow.",network_error,retry,approved,recovered,11800.11,1
CASE_01329,payment_failure,1088.96,Returning customer with historical transaction activity.,"Payment of ₹1,088.96 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,1088.96,1
CASE_01330,payment_failure,1973.74,Returning customer with historical transaction activity.,"Payment of ₹1,973.74 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,1973.74,3
CASE_01331,payment_failure,3704.29,Returning customer with historical transaction activity.,"Payment of ₹3,704.29 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,3704.29,1
CASE_01332,payment_failure,5257.22,Returning customer with historical transaction activity.,"Payment of ₹5,257.22 failed during the payment flow.",network_error,retry,approved,recovered,5257.22,3
CASE_01333,payment_failure,360.22,Returning customer with historical transaction activity.,Payment of ₹360.22 failed during the payment flow.,expired_card,payment_method_update,approved,partial,134.02,3
CASE_01334,payment_failure,5257.22,Returning customer with historical transaction activity.,"Payment of ₹5,257.22 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,5257.22,1
CASE_01335,payment_failure,2767.22,Returning customer with historical transaction activity.,"Payment of ₹2,767.22 failed during the payment flow.",network_error,retry,approved,recovered,2767.22,2
CASE_01336,payment_failure,102.92,Returning customer with historical transaction activity.,Payment of ₹102.92 failed during the payment flow.,network_error,retry,approved,recovered,102.92,1
CASE_01337,payment_failure,2284.16,Returning customer with historical transaction activity.,"Payment of ₹2,284.16 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,2284.16,2
CASE_01338,payment_failure,9993.2,Returning customer with historical transaction activity.,"Payment of ₹9,993.20 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,9993.2,1
CASE_01339,payment_failure,4650.49,Returning customer with historical transaction activity.,"Payment of ₹4,650.49 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,4650.49,1
CASE_01340,payment_failure,3491.81,Returning customer with historical transaction activity.,"Payment of ₹3,491.81 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,3491.81,2
CASE_01341,payment_failure,55456.45,Returning customer with historical transaction activity.,"Payment of ₹55,456.45 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_01342,payment_failure,481.4,Returning customer with historical transaction activity.,Payment of ₹481.40 failed during the payment flow.,network_error,retry,approved,recovered,481.4,2
CASE_01343,payment_failure,1586.13,Returning customer with historical transaction activity.,"Payment of ₹1,586.13 failed during the payment flow.",expired_card,payment_method_update,approved,partial,803.27,3
CASE_01344,payment_failure,5961.06,Returning customer with historical transaction activity.,"Payment of ₹5,961.06 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,5961.06,2
CASE_01345,payment_failure,8923.33,Returning customer with historical transaction activity.,"Payment of ₹8,923.33 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,8923.33,3
CASE_01346,payment_failure,170.98,Returning customer with historical transaction activity.,Payment of ₹170.98 failed during the payment flow.,network_error,retry,approved,recovered,170.98,1
CASE_01347,payment_failure,272.24,Returning customer with historical transaction activity.,Payment of ₹272.24 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,272.24,3
CASE_01348,payment_failure,491.36,Returning customer with historical transaction activity.,Payment of ₹491.36 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,491.36,1
CASE_01349,payment_failure,1923.94,Returning customer with historical transaction activity.,"Payment of ₹1,923.94 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,1923.94,3
CASE_01350,payment_failure,8625.36,Returning customer with historical transaction activity.,"Payment of ₹8,625.36 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_01351,checkout_abandonment,7365.42,Customer history score: 0.69,"Checkout worth ₹7,365.42 was abandoned after 606 minutes.",checkout_hesitation,reminder,approved,failed,0.0,0
CASE_01352,checkout_abandonment,279.71,Customer history score: 0.60,Checkout worth ₹279.71 was abandoned after 37 minutes.,repeated_abandonment,stop_outreach,approved,failed,0.0,0
CASE_01353,checkout_abandonment,6053.19,Customer history score: 0.79,"Checkout worth ₹6,053.19 was abandoned after 892 minutes.",checkout_hesitation,reminder,approved,recovered,6053.19,2
CASE_01354,checkout_abandonment,28478.96,Customer history score: 0.69,"Checkout worth ₹28,478.96 was abandoned after 1428 minutes.",checkout_hesitation,reminder,approved,recovered,28478.96,2
CASE_01355,checkout_abandonment,306.27,Customer history score: 0.59,Checkout worth ₹306.27 was abandoned after 1210 minutes.,repeated_abandonment,stop_outreach,approved,recovered,306.27,1
CASE_01356,checkout_abandonment,1406.85,Customer history score: 0.59,"Checkout worth ₹1,406.85 was abandoned after 849 minutes.",repeated_abandonment,stop_outreach,approved,failed,0.0,0
CASE_01357,checkout_abandonment,4953.44,Customer history score: 0.79,"Checkout worth ₹4,953.44 was abandoned after 707 minutes.",checkout_hesitation,reminder,approved,failed,0.0,0
CASE_01358,checkout_abandonment,7848.48,Customer history score: 0.49,"Checkout worth ₹7,848.48 was abandoned after 578 minutes.",repeated_abandonment,stop_outreach,approved,failed,0.0,0
CASE_01359,checkout_abandonment,5581.75,Customer history score: 0.69,"Checkout worth ₹5,581.75 was abandoned after 1401 minutes.",checkout_hesitation,reminder,approved,partial,3132.97,2
CASE_01360,checkout_abandonment,5535.27,Customer history score: 0.90,"Checkout worth ₹5,535.27 was abandoned after 1189 minutes.",high_intent_abandonment,targeted_reminder,approved,recovered,5535.27,1
CASE_01361,checkout_abandonment,4610.65,Customer history score: 0.80,"Checkout worth ₹4,610.65 was abandoned after 1154 minutes.",checkout_hesitation,reminder,approved,failed,0.0,0
CASE_01362,checkout_abandonment,16667.23,Customer history score: 0.99,"Checkout worth ₹16,667.23 was abandoned after 1041 minutes.",high_intent_abandonment,targeted_reminder,approved,recovered,16667.23,2
CASE_01363,checkout_abandonment,630.8,Customer history score: 0.69,Checkout worth ₹630.80 was abandoned after 1310 minutes.,checkout_hesitation,reminder,approved,partial,195.11,1
CASE_01364,checkout_abandonment,2533.16,Customer history score: 0.69,"Checkout worth ₹2,533.16 was abandoned after 1281 minutes.",checkout_hesitation,reminder,approved,recovered,2533.16,1
CASE_01365,checkout_abandonment,7206.06,Customer history score: 0.89,"Checkout worth ₹7,206.06 was abandoned after 295 minutes.",high_intent_abandonment,targeted_reminder,approved,recovered,7206.06,2
CASE_01366,checkout_abandonment,5895.49,Customer history score: 1.00,"Checkout worth ₹5,895.49 was abandoned after 586 minutes.",high_intent_abandonment,targeted_reminder,approved,recovered,5895.49,2
CASE_01367,checkout_abandonment,688.9,Customer history score: 0.69,Checkout worth ₹688.90 was abandoned after 590 minutes.,checkout_hesitation,reminder,approved,recovered,688.9,2
CASE_01368,checkout_abandonment,5052.21,Customer history score: 0.60,"Checkout worth ₹5,052.21 was abandoned after 916 minutes.",repeated_abandonment,stop_outreach,approved,failed,0.0,0
